GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age,distance_to_litpop_km,litpop_asset_value,litpop_value_50km
P100000120165,Nanyang Hanye Special Steel Co Ltd,Nanyang Hanye SPECIAL STREET Co Ltd,China,Asia Pacific,33.269324,111.534635,3000.0,23.0,2.568941914818123,313551485.3556643,4971535691.998611
P100000120540,Neelachal Ispat Nigam steel plant,Neelachal Ispat Nigam Ltd,India,Asia Pacific,20.998641,86.019102,1100.0,44.0,5.057364430723465,864289310.3874147,14663274158.29377
P100000121165,Nilachal Iron & Power Gamharia steel plant,Nilachal Iron & Power Ltd,India,Asia Pacific,22.874863,86.063646,99.0,24.0,2.251835314131886,631216996.6196955,24757040506.352974
P100000120400,Ningbo Haoyang New Materials Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd,China,Asia Pacific,30.267113,121.052503,500.0,6.39,6.6183834844003355,4420088191.603954,309467375259.43335
P100000120305,Ningbo Iron and Steel Co Ltd,Ningbo Iron & Steel Co Ltd,China,Asia Pacific,29.918776,121.876423,3999.0,23.1,4.869601541309791,7787131930.195617,357936864667.69196
P100000121148,Ningxia Boyu Hongxing Special Steel Group Co,Ningxia Boyu Hongxing Special Steel Group Co Ltd,China,Asia Pacific,39.273832,106.75146,,19.14,3.988481182073794,1044069289.8932406,25287183334.57392
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,China,Asia Pacific,37.503054,105.078348,1800.0,68.0,5.375804952914125,21396075.606333133,7107784086.731286
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,China,Asia Pacific,39.215452,106.688294,3500.0,13.84,1.8993027257067427,698923464.9402945,22448592568.906364
P100000120411,Ningxia Xinghua Iron and Steel Co Ltd,Ningxia Xinghua Iron and Steel Co Ltd,China,Asia Pacific,39.309571,106.79093,1500.0,4.22,1.9918795136312555,1044069289.8932406,22089692954.080418
P100000120664,Nippon East Japan Works (Kashima) steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.93437,140.681019,3432.0,58.0,5.703515486358481,6732393394.412976,211243260882.37015
P100000120659,Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.360912,139.881953,10001.0,61.0,7.1006699618124225,10846190015.003323,7741360384312.196
P100000120666,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Nippon Steel Corp,Japan,Asia Pacific,34.233519,135.135443,3043.0,84.0,6.536561352763482,5029055868.275665,440239188258.0011
P100000120662,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.260829,131.645527,9999.0,54.72,6.141530606728009,13959786614.751396,43745379076.843414
P100000120665,"Nippon Kyushu Works (Yawata Area, Kokura) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.89771,130.882435,,69.0,2.616838053086957,31274995993.219223,373783974342.05444
P100000120663,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Nippon Steel Corp,Japan,Asia Pacific,33.911803,130.838014,0.0,125.0,5.329271362232964,31274995993.219223,393200627310.0807
P100000120661,Nippon Nagoya steel plant,Nippon Steel Corp,Japan,Asia Pacific,35.027575,136.870552,6000.0,65.0,7.351209315482773,11644793117.559832,2327340043889.255
P100000120667,Nippon Sanyo Special Steel,Sanyo Special Steel Co Ltd,Japan,Asia Pacific,34.788074,134.672046,1596.0,91.0,3.3377103024889347,12333371034.581137,474328113325.69275
P100000120658,Nippon Setouchi Works (Hirohata Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,34.786879,134.625301,720.0,87.0,0.5330737540893246,11107163158.787853,364431498849.89294
P100000120657,Nippon Setouchi Works (Kure Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,34.221172,132.540104,,72.74,7.839965218795618,4301561627.949038,172021501066.787
P100001041253,Nippon Stainless Steel Yamaguchi Works (Hikari Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,33.964661,131.935403,500.0,71.0,2.2287608378166466,1396602110.0413387,22841493346.437748
P100001041252,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,34.059009,131.777221,866.0,68.0,2.3430515509210106,1341839583.5437067,29508085106.030838
P100000120548,NMDC Karnataka steel plant,NMDC Steel Ltd,India,Asia Pacific,15.186288,76.916591,,,5.091873221388609,264490082.3818576,7200862351.376895
P100000120523,NMDC Nagarnar steel plant,NMDC Steel Ltd,India,Asia Pacific,19.0931901,82.17,3000.0,2.47,5.36028049934316,67937733.07878391,1431263158.2518458
P100000120660,North Nippon Muroran Works steel plant,Nippon Steel Corp,Japan,Asia Pacific,42.341873,140.997803,2200.0,117.0,4.907775537347434,4188050831.7558002,11468351642.958382
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,22.364258,87.309047,550.0,5.0,2.149583339169318,2985882028.961829,23516713005.396267
P100000121187,Orissa Metaliks Kharagpur steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,22.378355,87.281773,900.0,9.0,1.0835345319167349,2985882028.961829,21441614630.089996
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,21.856747,83.966244,600.0,18.0,2.187661061643678,645075019.3542067,10922892462.336903
P100000120563,Orissa Sponge Iron and Steel plant,Orissa Sponge Iron and Steel Ltd,India,Asia Pacific,21.801994,85.56751,101.0,31.0,2.9048218225930027,55597769.29395994,5189988797.388244
P100000121189,Orissa Steel and Power Jhargram steel plant,Orissa Steel & Power Pvt Ltd,India,Asia Pacific,22.3591,87.017184,,,3.076327894971058,47335285.52206003,17368489401.60102
P100000120677,Osaka Steel Sakai Works,Osaka Steel Co Ltd,Japan,Asia Pacific,34.59822,135.45439,4650.0,76.0,2.9995876094532097,254812052510.10464,4348569280727.1577
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,China,Asia Pacific,31.763517,104.761441,669.0,36.76,4.238010221299227,2578998262.3683743,59851501405.47284
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,China,Asia Pacific,26.565265,101.673737,5900.0,61.0,4.327468225439695,9319315191.657978,21617919444.495834
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,China,Asia Pacific,27.74799,102.20517,3900.0,14.66,4.420598832751609,146825967.31663737,13986038223.872597
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,China,Asia Pacific,43.196537,126.00063,1100.0,15.96,3.5754935020503846,10768816.011382872,4389412705.524285
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,China,Asia Pacific,27.64555,113.902126,2650.0,72.0,3.515960833050845,7940031421.185044,26859928044.05233
P100000120206,Posco Zhangjiagang Stainless Steel Co Ltd,Guangdong Guangqing Metal Technology Co Ltd,China,Asia Pacific,31.980237,120.571455,1100.0,19.59,3.7185744890621604,5052871258.0219145,594259650734.9299
P100000120558,Prakash Industries Janjgir steel plant,Prakash Industries Ltd,India,Asia Pacific,22.004694,82.671666,1190.0,33.0,5.584621129951399,465552274.1725282,21213349775.643112
P100000121190,Prakash Sponge Iron and Power Challakere steel plant,Prakash Sponge Iron and Power Pvt Ltd,India,Asia Pacific,14.152912,76.665824,0.0,,5.3860517285426575,10655640.702493113,2047193794.313386
P100000120110,Qian an Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd,China,Asia Pacific,39.952209,118.559444,7079.0,24.0,1.66126262318102,1205952791.2560177,141065190570.20123
P100000120100,Qian an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd,China,Asia Pacific,40.044026,118.552001,1500.0,22.0,0.9180125199360364,722897426.2393645,85031390622.00455
P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,China,Asia Pacific,35.6296,119.722335,4170.0,13.0,1.3649579762102166,431849713.01466113,60132410886.644936
P100001063756,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,China,Asia Pacific,40.427008,119.219855,1350.0,15.87,3.617109868603362,14286152.175898882,1427035663.1484487
P100000120372,Qinhuangdao Baigong Steel Co Ltd,Qinhuangdao Baigong Steel Co Ltd,China,Asia Pacific,39.748773,118.819472,2260.0,20.0,5.086686057891206,1644959560.7920702,72672191442.77571
P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd,China,Asia Pacific,39.700721,118.871477,3450.0,24.0,0.8985068001528325,853581286.6142415,68560974920.82874
P100001064261,Qinyang Hongda Iron & Steel Co Ltd,Qinyang Hongda Iron & Steel Co Ltd,China,Asia Pacific,35.184849,112.902248,500.0,23.0,3.5985102340687507,514258504.00895184,124823656868.20844
P100000120304,Quzhou Yuanli Metal Products Co Ltd,Quzhou Yuanli METAL Products Co Ltd,China,Asia Pacific,28.893407,118.867125,0.0,35.0,2.185661388349152,1274727897.9611301,27203898035.221455
P100000120553,Ramsarup Industries Kharagpur steel plant,Ramsarup Industries Ltd,India,Asia Pacific,22.977477,88.457443,0.0,19.0,2.130629685348095,3789988245.8372393,314475804089.9519
P100001025938,Rashmi Green Hydrogen Steel Kharagpur steel plant,Rashmi Green Hydrogen Steel Pvt Ltd,India,Asia Pacific,22.331489,87.398085,,,5.024640726716009,1986124537.7752411,34471063371.01884
P100000120556,Rashmi Metaliks Jamuria steel plant,Rashmi Metaliks Ltd,India,Asia Pacific,23.706343,87.07774,,,3.67933511212911,2472734054.712556,90966959411.0441
P100000120555,Rashmi Metaliks Kharagpur steel plant,Rashmi Metaliks Ltd,India,Asia Pacific,22.360664,87.295932,498.0,22.0,1.6533277219658153,2985882028.961829,21873817125.795933
P100000120531,RINL Vizag Steel plant,Rashtriya Ispat Nigam Ltd,India,Asia Pacific,17.612846,83.191918,7300.0,37.0,2.2029370829498185,4255549611.1018696,33043557653.707237
P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,China,Asia Pacific,35.16535,119.366672,11300.0,22.77,4.839077713095263,784949051.4879102,47068623702.215385
P100001025819,Rungta Mines Chaliyama steel plant,Rungta Mines Ltd,India,Asia Pacific,22.588359,85.905724,696.0,,5.152348109995507,134689600.47245446,23859923821.60474
P100000120569,Rungta Mines Dhenkanal steel plant,Rungta Mines Ltd,India,Asia Pacific,20.764524,85.299318,206.0,5.0,3.121192129101788,523384374.02003706,13340878105.460146
P100000121186,Rungta Mines Kamanda steel plant,Rungta Mines Ltd,India,Asia Pacific,21.928511,85.223988,347.0,,3.688283038593899,74366526.85200581,9511916974.179846
P100000121185,Rungta Mines Karakhendra steel plant,Rungta Mines Ltd,India,Asia Pacific,22.140174,85.414616,126.0,0.0,4.415588084474715,381858769.2588554,5228640855.248377
P100001025818,Rungta Mines Karakolha sponge iron plant,Rungta Mines Ltd,India,Asia Pacific,22.13237,85.417031,0.0,20.0,4.332530234870426,423843395.00201446,5092571253.651197
P100000120549,SAIL Alloy steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.522882,87.275935,501.0,61.13,2.633458506983315,1554639245.0040002,78865065760.91243
P100000120525,SAIL Bhilai steel plant,Steel Authority of India Ltd,India,Asia Pacific,21.185157,81.394207,6999.0,67.0,3.256743890444558,2864194758.671946,45787503040.21691
P100000120526,SAIL Bokaro steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.671677,86.10687,4652.0,54.0,4.4745710022635405,2059046124.5198247,65360146334.90845
P100000120527,SAIL Durgapur steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.54843,87.245247,2499.0,67.0,3.837304544474008,1051763448.3990381,88372066286.84563
P100000120524,SAIL IISCO steel plant,Steel Authority of India Ltd,India,Asia Pacific,23.673236,86.926179,2499.0,108.0,5.0941437624694546,8192607807.984975,101810490559.81836
P100000120550,SAIL Paradip steel plant,Steel Authority of India Ltd,India,Asia Pacific,20.317455,86.609001,,,3.3176050884685675,1296918868.074968,7501076743.683868
P100001081803,SAIL Ranchi DRI plant,Steel Authority of India Ltd,India,Asia Pacific,23.3356313803427,85.31236535745192,,,4.860873991819264,4723400472.798967,35615414189.29469
P100000120528,SAIL Rourkela steel plant,Steel Authority of India Ltd,India,Asia Pacific,22.210804,84.86895,3282.0,67.0,0.6807175565932813,4251005039.579961,10502560438.89376
P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,China,Asia Pacific,26.261109,117.614709,6799.0,25.0,3.5494008705643405,3154692864.404899,12595378207.224375
P100000121056,Shaanxi Hanzhong Iron & Steel Group Company,Shaanxi Hanzhong Iron & Steel Group Co,China,Asia Pacific,33.132446,106.657646,700.0,25.33,3.150715845839246,554486726.9337088,23461132357.101837
P100000120237,Shaanxi Huaxin Special Steel Group Co Ltd,Shaanxi Huaxin Special Steel Group Co Ltd,China,Asia Pacific,34.523278,109.986042,,24.54,3.2593473086236693,179102021.36746305,25963760592.60079
P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,China,Asia Pacific,35.618466,110.575788,3800.0,18.66,3.168585183853422,1050556946.8883605,19596914928.791195
P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,China,Asia Pacific,33.323678,106.167206,0.0,22.29,5.222759844859942,32314098.785076372,1316622563.3451722
P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,Shangang Group Hanzhong Iron & Steel Co Ltd,China,Asia Pacific,33.133192,106.671859,3000.0,16.65,3.5164902620031935,686629951.6960833,24064898543.403503
P100000120162,Shagang Group Anyang Yongxing Special Steel Co Ltd,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,China,Asia Pacific,36.143573,114.149964,2600.0,33.0,3.04815428582906,3691623504.775808,127871220058.78397
P100000121191,Shakambhari Ispat and Power Purulia steel plant,Shakambhari Ispat & Power Ltd,India,Asia Pacific,23.613861,86.789527,660.0,25.0,1.2576366439042856,740366725.9212388,109152199195.43451
P100000120243,Shandong Chuanyang Group Co Ltd,Shandong Chuanyang Group Co Ltd,China,Asia Pacific,36.894784,117.888366,,19.69,2.5005208397285803,3677756121.979178,238058684185.63306
P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,China,Asia Pacific,36.308447,117.540425,2700.0,22.63,1.869202486058894,792299266.5563575,114060688971.64105
P100000120241,Shandong Guangfu Group Co Ltd,Shandong Guangfu Group Co Ltd,China,Asia Pacific,36.863145,117.616918,,39.0,1.5015264509207127,833477595.0387985,242452202532.58633
P100000121150,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,Shandong Iron and Steel Co Ltd,China,Asia Pacific,36.087717,117.827927,3850.0,5.0,5.272392415208312,1723461254.4344203,44878388744.58603
P100000120337,Shandong Iron and Steel Co Ltd Laiwu Branch Xinxing Road,Shandong Iron and Steel Co Ltd,China,Asia Pacific,36.088504,117.850479,,9.75,4.6175149416303345,645335328.1557405,44601062972.00625
P100000120312,Shandong Iron and Steel Group Rizhao Co Ltd,Shandong IRON&STEEL Group Rizhao Co Ltd,China,Asia Pacific,35.188969,119.383723,8500.0,17.0,2.294462798813951,784949051.4879102,45929732916.669426
P100000120414,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,Shandong Iron & Steel Group Yongfeng Lingang Corp,China,Asia Pacific,35.137061,119.068319,5400.0,4.69,2.7700477485421593,238915176.01580334,42117531705.909676
P100000120238,Shandong Iron and Steel Group Yongfeng Zibo Co Ltd,Shandong Iron Steel Group Yongfeng Zibo Co Ltd,China,Asia Pacific,36.906036,118.111833,,4.74,3.6442941055905447,5698841287.0221615,238829536839.73828
P100001063692,Shandong Jinguan Metallurgical Technology Co Ltd,Shandong Jinguan Metallurgical Technology Co Ltd,China,Asia Pacific,37.449126,116.396787,2450.0,22.79,2.1787086026790616,9904946687.227655,54142448980.71538
P100000120255,Shandong Laigang Yongfeng Steel Co Ltd,Shandong Laigang Yongfeng Steel Corp,China,Asia Pacific,36.7993,116.8026,,19.55,1.2915894722530519,2781115807.54017,341219898034.86743
P100000120251,Shandong Longsheng Iron and Steel Co Ltd,Shandong Longsheng Iron and Steel Co Ltd,China,Asia Pacific,36.891189,118.187041,,18.07,2.6128110199638597,2852374041.5661826,244038036256.56888
P100000120248,Shandong Luli Steel Co Ltd,Shandong Luli Steel Co Ltd,China,Asia Pacific,36.970875,118.955444,1400.0,33.0,1.4179995356054007,309288577.011094,176714963697.2971
P100000120252,Shandong Minyuan Iron and Steel Co Ltd,Shandong Minyuan Steel & Iron Co Ltd,China,Asia Pacific,36.728409,117.426582,,19.7,3.604506828389961,5882085161.067249,402269814687.9088
P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,China,Asia Pacific,36.939125,118.785598,2850.0,23.21,2.202899415525305,1440684200.7685635,203147798387.9767
P100001063638,Shandong Taigang Xinhai Stainless Steel Co Ltd,Shandong Taigang Xinhai Stainless Steel Co Ltd,China,Asia Pacific,35.228556,119.084178,1860.0,10.07,4.336848727169526,374021532.01611346,57646202837.99932
P100000120245,Shandong Taishan Steel Group Co Ltd,Shandong Taishan Steel Group Co Ltd,China,Asia Pacific,36.22141,117.627728,,57.0,1.4745116641589289,6228848405.062526,86307503713.77719
P100000121146,Shandong Xinhua Special Steel Group Co Ltd,Shandong Xinhua Special Steel Group Co Ltd,China,Asia Pacific,36.256175,116.179833,,18.47,4.701319000547889,783615313.084411,79718378146.97552
P100000120210,Shanghai Meishan Iron and Steel Co Ltd,Shanghai Meishan Iron & Steel Co Ltd,China,Asia Pacific,31.902969,118.61667,7600.0,57.0,3.207909421915274,3051454698.510215,798438574036.0614
P100000120270,Shanxi Changxin Industrial Co Ltd,Shanxi Changxin Industry Co Ltd,China,Asia Pacific,36.326589,113.117181,,37.0,3.945883866809883,2719454994.077153,64393651747.51885
P100000121152,Shanxi Dongfang Hengliu Precision Casting Co,Shanxi Dongfang Hengliu Precision Casting Co,China,Asia Pacific,36.080051,111.647754,,16.04,4.732910835472988,586782703.6351858,47921159945.596924
P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,China,Asia Pacific,35.586841,111.258436,2700.0,29.0,5.198972588569449,2190467911.060826,25637970624.878468
P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,China,Asia Pacific,35.701895,110.786826,2300.0,26.81,0.8387893666985224,250634379.58227268,23358526774.87466
P100000120406,Shanxi Huaqiang Iron and Steel Co Ltd,Shanxi HUAQIANG Iron and Steel Co Ltd,China,Asia Pacific,35.670848,111.378887,0.0,22.84,4.182934545074654,402152281.1129497,35073847421.53947
P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,China,Asia Pacific,35.605506,110.652056,1150.0,23.12,3.2680692312560757,1208145259.4777637,19695570640.10215
P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,China,Asia Pacific,35.417405,111.303919,4750.0,25.91,4.6844337760555295,384406160.84900844,30763752090.97767
P100000120316,Shanxi Jinnan Iron and Steel Group Co Ltd,Shanxi Jinnan Iron and Steel Group Co Ltd,China,Asia Pacific,35.678541,111.51465,4800.0,12.0,4.1142372794066935,162446633.34105244,50125477159.48524
P100000120262,Shanxi Liheng Steel Co Ltd,Shanxi Liheng Iron and Steel Co Ltd,China,Asia Pacific,35.701541,111.42671,,17.0,2.9535951355327312,747390169.8949468,51410232931.17883
P100000120308,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,Shanxi Meijin Iron and Steel Co Ltd,China,Asia Pacific,37.571354,112.229791,1700.0,22.32,3.804587373937791,1679834580.032344,393368316266.87976
P100000121151,Shanxi Meijin Iron and Steel Co Ltd Yuanping City,Shanxi Meijin Iron and Steel Co Ltd,China,Asia Pacific,38.7393,112.689086,,,3.826819617311448,2498747960.66294,22363364042.161057
P100000120258,Shanxi Taigang Stainless Steel Co Ltd,Shanxi Taigang Stainless Steel Co Ltd,China,Asia Pacific,37.931488,112.539321,12460.0,27.69,2.992142679487954,24668432523.352684,408798447492.5029
P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,ShanXi TongCai Industry and Trade Co Ltd,China,Asia Pacific,35.694321,111.429381,2780.0,24.0,3.0434266698843238,747390169.8949468,51408765502.28326
P100000121087,Shanxi Tongde Xinghua Special Steel Co Ltd,Shanxi Tongde Xinghua Special Steel Co Ltd,China,Asia Pacific,40.183517,113.305462,2500.0,20.21,2.9979111414585518,353310074.948443,119545146373.24329
P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,China,Asia Pacific,37.075017,111.985148,3000.0,20.73,4.406110754951084,4334687658.950084,49705081836.35056
P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,China,Asia Pacific,35.727776,111.330122,0.0,19.32,4.089830989543054,224177109.58702946,52322500679.8203
P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,Shanxi Zhongyang Iron & Steel Co Ltd,China,Asia Pacific,37.370796,111.161118,3600.0,20.28,3.2256844324355782,320338051.3482251,17046326898.732037
P100001063176,"Shengli (Qingyuan) Steel Products Co., Ltd.",Shengli (Qingyuan) Steel Products Co Ltd,China,Asia Pacific,23.553041,113.119942,1000.0,22.0,1.3658227017206446,1383225148.037752,697901649845.0518
P100001063815,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,China,Asia Pacific,40.626396,122.38884,1900.0,20.0,1.1782916251677378,758099574.9849542,90563235673.0708
P100000120246,Shiheng Special Steel Group Co Ltd,Shiheng SPECIAL Steel Group Co Ltd,China,Asia Pacific,36.229201,116.533981,4650.0,25.15,2.420645849467648,1341653440.6361408,46870236362.96924
P100001064067,Shijiazhuang Hongsen Melting & Casting Co Ltd,Shijiazhuang Hongsen Melting & Casting Co Ltd,China,Asia Pacific,38.021527,114.916959,0.0,19.47,4.259902091746486,945492196.1136818,374823381016.80383
P100000120103,Shijiazhuang Iron and Steel Co Ltd,Shijiazhuang Iron and Steel Co Ltd,China,Asia Pacific,38.060735,114.560358,,63.0,2.678484148604076,81899035074.2525,371469377682.7924
P100000120322,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,Shijiazhuang Iron and Steel Co Ltd,China,Asia Pacific,38.075008,114.033043,2000.0,6.0,3.7834884192385756,1532287958.3060682,318774842808.1247
P100000121073,Shiyan Fuyan Iron and Steel Co Ltd,Shiyan Fuyan Iron and Steel Co Ltd,China,Asia Pacific,32.650367,110.654794,,23.0,3.967284540520087,111115982.9373292,25935986563.35463
P100000121074,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,Yun County Rongfeng Rolling Mill Factory,China,Asia Pacific,32.738598,110.793269,700.0,15.0,3.3686143178808647,2868377109.874325,25963062787.85427
P100000120275,Shougang Changzhi Iron and Steel Co Ltd,Shougang Changzhi IRON& Steel Co Ltd,China,Asia Pacific,36.356404,113.060809,3600.0,29.94,2.6857961948498628,2449438562.2978115,64402637326.70527
P100000121067,Shougang Guiyang Special Steel Co Ltd,Shougang Guiyang SPECIAL Steel Co Ltd,China,Asia Pacific,26.873592,106.73215,600.0,68.0,2.3674608128652253,264952407.92503846,220934503269.77292
P100000120106,Shougang Jingtang United Iron and Steel Co Ltd,Shougang Jingtang United Iron & Steel Co Ltd,China,Asia Pacific,38.953664,118.50339,13700.0,21.0,3.3501996494589545,102371633.8710309,7413258906.49143
P100000120107,Shougang Qian an Iron and Steel Co Ltd,Beijing Shougang Co Ltd,China,Asia Pacific,39.976702,118.558788,6300.0,24.0,2.510133440352939,1205952791.2560177,138954186720.70343
P100000120096,Shougang Shuicheng Iron and Steel Group Co Ltd,Shougang Shuicheng Iron & Steel (Group) Co Ltd,China,Asia Pacific,26.595229,104.877413,3501.0,60.0,3.319064870439709,2917021785.146939,16564108791.537687
P100001063585,Shougang Yili Iron & Steel Co Ltd,Shougang Yili Iron & Steel Co Ltd,China,Asia Pacific,43.528516,83.276706,0.0,68.0,1.8954446637436861,36347068.67769812,241332122.20395187
P100000121192,Shri Bajrang Power & Ispat Tilda steel plant,Shri Bajrang Power and Ispat Ltd,India,Asia Pacific,21.48619,81.771697,500.0,13.0,3.7235310175643037,450845929.98527956,41929328798.70506
P100000121183,Shyam Metalics Jamuria steel plant,Shyam Metalics and Energy Ltd,India,Asia Pacific,23.693749,87.122711,1144.0,13.0,1.638364421274341,753463000.0749441,90676971142.74748
P100000121184,Shyam Metalics Sambalpur steel plant,Shyam Metalics and Energy Ltd,India,Asia Pacific,21.680344,84.04179,1606.0,20.0,3.11229758098685,263458006.06268016,11635556890.298428
P100000121182,Shyam Steel Mejia steel plant,Shyam Steel Manufacturing Ltd,India,Asia Pacific,23.564157,87.089552,126.0,,4.394285115362776,675556161.7232339,90176027026.44165
P100000121181,Shyam Steel Raghunathpur steel plant,Shyam Steel Industries Ltd,India,Asia Pacific,23.590212,86.724603,420.0,2.0,4.208481955581264,363171012.67553264,113652377106.05936
P100000120377,Sichuan Dazhou Iron and Steel Group Co Ltd,Sichuan Dazhou Iron & Steel Group Co Ltd,China,Asia Pacific,31.18945,107.453099,2300.0,28.89,2.1579450976290953,10197981456.470524,20196406955.79148
P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",China,Asia Pacific,29.39798,103.542532,3000.0,29.0,2.5566344579924785,181895609.9521647,33873451061.61892
P100000120375,Sichuan Gangchen Stainless Steel Co Ltd,Sichuan Gangchen Stainless Steel Co Ltd,China,Asia Pacific,29.501044,103.607365,600.0,6.23,4.828581539971719,473439435.8729224,35038962266.712555
P100000121058,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,China,Asia Pacific,30.830726,105.367695,550.0,25.89,4.398871816472074,442654217.20127475,32922283845.382465
P100000120320,Sichuan Shengquan Iron and Steel Group Co Ltd,Sichuan Shengquan Iron and Steel Group Co Ltd,China,Asia Pacific,31.255961,104.190612,1000.0,7.46,4.312739150701921,1180067619.3126886,112684606719.79884
P100000121059,Sichuan Yaan Anshan Iron and Steel Co Ltd,Sichuan Ya'an Anshan Iron and Steel Co Ltd,China,Asia Pacific,30.059133,102.625907,830.0,4.91,1.9441282415059993,388037.3015476711,5554818207.0817795
P100000120575,Sunflag Iron and Steel plant,Sunflag Iron and Steel Co Ltd,India,Asia Pacific,21.232929,79.632398,525.0,37.0,2.8403870027206066,158719364.06818208,5103773781.2194805
P100001025670,Surjagad Ispat Gadchiroli steel plant,Surjagad Ispat Pvt Ltd,India,Asia Pacific,19.487201,79.968551,,0.0,3.3839473411769085,1744300.2223284245,229875843.4949792
P100000121193,Swadesh Metallics Simga steel plant,Swadesh Metallics Pvt Ltd,India,Asia Pacific,21.625706,81.705254,,,0.32784290373443403,194558399.93739942,35693400033.64848
