Owner,total_capacity_ttpa,n_plants,n_countries,n_regions,avg_litpop_value_50km,centroid_lat,centroid_lon
United Steel Industries Co KSCC,1200.0,1,1,1,,28.989306,48.128118
Unitex Steel Mills Ltd,0.0,1,1,1,,22.945182,91.512387
Univers Acier,720.0,1,1,1,,33.501604,-7.467891
Uralskaya Stal JSC,2050.0,1,1,1,,51.214781,58.353913
Usinas Siderurgicas de Minas Gerais SA,5000.0,2,1,1,,-21.677184500000003,-44.4602735
Ussuri Capital,0.0,1,1,1,,44.133338,28.64001
Uttam Galva Ferous Ltd,0.0,1,1,1,8961875363.954622,15.184613,76.824905
Uzbekskiy Metallurgicheskiy Kombinat JSC,1100.0,1,1,1,,40.233432,69.290873
VAS Steel An Hung Tuong LLC,500.0,1,1,1,,11.054204,106.615962
VAS Steel Tue Minh JSC,500.0,1,1,1,,11.113343,106.831064
VNSTEEL Southern Steel Co Ltd,550.0,1,1,1,,10.576597,107.028995
Vale SA,0.0,1,1,1,,-5.408654,-49.103539
Vallourec Soluções Tubulares do Brasil SA,1000.0,1,1,1,,-20.582683,-43.971555
Vallourec Star LP,725.0,1,1,1,,41.125495,-80.683382
Van Company for Industrial Investment and General Trading,750.0,1,1,1,,36.09176,43.97415
Van Merksteijn International BV,0.0,1,1,1,,53.440581,6.844773
Vardhman Special Steels Limited,0.0,1,1,1,39057411518.51495,30.890103,75.908673
Vedanta Iron and Steel Ltd,0.0,1,1,1,11810837861.605886,15.526866,73.986671
Vertra Steel Industry and Trade Corp,800.0,1,1,1,,36.945926,36.001643
Viet Nhat Advanced Steel JSC,500.0,1,1,1,,20.90553,106.628701
Vietnam - Italy Steel JSC,552.0,1,1,1,,20.946428,106.025454
VinMetal Joint Stock Company JSC,0.0,1,1,1,,18.353226,105.903042
Vina Kyoei Steel Ltd Co,1000.0,1,1,1,,10.601423,107.040679
Vina One Steel Manufacturing Corp,1200.0,1,1,1,,10.636835,106.517595
Vina Roma Quang Tri Steel JSC,0.0,1,1,1,,16.756559,107.329547
Voestalpine Stahl Donawitz GmbH,720.0,1,1,1,,47.380455,15.065182
Voestalpine Stahl GmbH,4000.0,1,1,1,,48.274023,14.33434
Volzhskiy Trubnyi Zavod JSC,900.0,1,1,1,,48.804332,44.79408
Vulcan Green Steel LLC,0.0,1,1,1,,9.082,8.6753
Vyksunskiy Metallurgicheskiy Zavod AO,1400.0,1,1,1,,55.382815,42.188954
WISCO Group Kunming Steel Co Ltd,0.0,2,1,1,286431398161.95874,24.950474,102.372738
WISCO Group Xiangyang Heavy Equipment MATERIALS Co Ltd,0.0,1,1,1,67308699013.883156,32.10704,112.235621
Walsin Lihwa Corp,1000.0,1,1,1,,23.295835858147463,120.24399172517494
Weglokoks Stal SP zoo,0.0,1,1,1,,50.289858,18.874414
Weifang SPECIAL Steel Group Co Ltd,0.0,1,1,1,154895890587.06427,36.644469,119.238427
Weining Hengchang Furnace Charge & Casting Co Ltd,0.0,1,1,1,7252642956.087944,26.783556,104.394517
Welspun Corp Ltd,288.0,1,1,1,5819621780.204546,23.112781,70.0866885
West Alborz Steel Co,1600.0,1,1,1,,36.119574,49.306253
Wu'an Yongcheng Zhuye Co Ltd,0.0,1,1,1,141137557181.9346,36.660278,113.993995
Wuan Mingfang Iron & Steel Co Ltd,0.0,1,1,1,208899561340.64273,36.710754,114.207855
Wuan Yuhua Steel Co Ltd,0.0,1,1,1,187609180394.37506,36.731752,114.098377
Wugang Zhongjia Iron & Steel Co Ltd,0.0,1,1,1,44849644598.81647,33.29175,113.458011
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2000.0,1,1,1,10643778627.3466,39.855971,106.886647
Wuhan Iron and Steel Co Ltd,15907.0,2,2,1,944333261744.1309,11.5281545,113.35565
Wuhan Shunle Stainless Steel Co Ltd,0.0,1,1,1,907501352303.6891,30.394434,114.257701
Wuhu Fuxin Iron & Steel Co Ltd,2000.0,1,1,1,138640037472.02008,31.194505,118.067833
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2000.0,1,1,1,136762481121.89561,31.229893,118.150867
Wulanhot Iron & Steel Co Ltd,1350.0,1,1,1,6946485045.392606,46.055685,122.063282
Wuxi Xinsanzhou Special Steel Co Ltd,0.0,1,1,1,1082132786387.247,31.681005,120.251785
Wuyang Iron and Steel Co Ltd,5040.0,1,1,1,45940915751.15511,33.287536,113.474328
Wuzhou Yongda Special Steel Co Ltd,1000.0,1,1,1,20407801262.354763,23.520307,111.229981
Wuzhou Yongda Steel Works Co Ltd,0.0,1,1,1,20417062762.104164,23.524465,111.2402
Xiangfen County XinJinShan Special Steel Co Ltd,0.0,1,1,1,56180942974.09055,35.934831,111.49707
Xiangfen County Xingyuan Steel Group Co Ltd,0.0,1,1,1,54047494823.95018,35.880324,111.387956
Xindia Steels Ltd,0.0,1,1,1,6322139360.904126,15.293421,76.234947
Xingtai Iron and Steel Co Ltd,0.0,2,1,1,102837891824.24213,37.036845,114.909232
Xining Special Steel Co Ltd,2040.0,1,1,1,83822768126.2421,36.66856,101.671414
Xinji AOSEN Steel Group Co Ltd,3600.0,1,1,1,64977267560.79762,37.752351,115.184798
Xinjiang Bayi Steel Southern Xinjiang Steel Baicheng Co Ltd,0.0,1,1,1,,11.56703,104.863893
Xinjiang Da'an Special Steel Co Ltd,1000.0,1,1,1,9980457684.111929,42.700465,93.542466
Xinjiang Ka Steel Group Co,1000.0,1,1,1,31758442311.131493,39.142997,76.161589
Xinjiang KingTec Steel Co Ltd,1334.0,1,1,1,251813843.39553678,42.674192,86.280156
Xinjiang Kunyu Lron & Steel Co Ltd,0.0,1,1,1,12385733222.589043,44.404189,84.966753
Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co Ltd,1110.0,1,1,1,1371669424.6044357,44.080866,88.417209
Xinjiang Xin'an Special Steel Co Ltd,400.0,1,1,1,15657545836.552198,44.290299,86.595826
Xinjiang Yili Iron and Steel Co Ltd,1000.0,1,1,1,241463368.3003911,43.526808,83.294323
Xinxing Ductile Iron Pipes Xinjiang Co Ltd,2000.0,1,1,1,1715270759.0508802,42.333321,86.302481
"Xinyang Iron & Steel Co.,ltd of Angang Group",3600.0,1,1,1,25489388081.02884,32.488704,114.038243
Xinyu Iron & Steel Corp Ltd,11001.0,1,1,1,19651076690.366817,27.786859,114.921595
Xiwang METAL Science Technology Co Ltd,0.0,1,1,1,232695916104.6894,36.928208,117.694654
Xuan Thien Group JSC,0.0,2,1,1,,20.238415,106.1449115
Xuanhua Iron and Steel Group Co Ltd,0.0,1,1,1,57329878465.450134,40.589591,115.090889
Xuzhou Baofeng Special Steel Co Ltd,0.0,1,1,1,168260403648.45685,34.364872,117.322633
Xuzhou Jinhong Iron and Steel Group Co Ltd,1000.0,1,1,1,187294549550.29538,34.500122,116.908897
Xuzhou TaiFa Special Steel Technology Co Ltd,0.0,1,1,1,184912723193.8974,34.448514,117.271876
YK Steel Corp,930.0,2,1,1,,36.0009625,127.81632
Yamato Steel Co Ltd,700.0,1,1,1,363252708713.5595,34.783319,134.604616
Yancheng Lianxin Steel Co Ltd,2410.0,1,1,1,10314664470.55297,33.211332,120.774892
Yangchun New Iron & Steel Co Ltd,2400.0,1,1,1,17881519600.432796,22.084904,111.642187
Yangzhou Hengrun Ocean Heavy Industry Co Ltd,3300.0,1,1,1,346386815621.02826,32.249602,119.620438
Yangzhou Qinyou Special Metal Materials Co Ltd,2400.0,1,1,1,65227295256.339325,32.838703,119.425236
Yantai Walsin Stainless Steel Co Ltd,1400.0,1,1,1,103069575604.10121,37.548627,121.277488
Yazdani Steel and Power Ltd,110.0,1,1,1,20857299864.444664,20.928285,86.036604
Yazici Demir Celik Sanayi ve Turizm Ticaret AŞ,1050.0,1,1,1,,36.685932,36.206275
Yenakiieve Metallurgical Plant Branch PJSC,2200.0,1,1,1,,48.220502,38.228626
Yesilyurt Demir Celik Endustri Ve Liman Isletmeleri AŞ,1300.0,1,1,1,,41.241199,36.442055
Yichang Fulong Iron & Steel Co Ltd,0.0,1,1,1,49031892696.54453,30.586332,111.398846
Yieh United Steel Corp,1000.0,1,1,1,,22.830857,120.300604
Yildizlar Yatirim Holding AŞ,0.0,1,1,1,,40.870333,29.55767
Yingkou Iron & Steel Co Ltd,2800.0,1,1,1,91724084080.72388,40.664651,122.415057
Yun County Rongfeng Rolling Mill Factory,700.0,1,1,1,25963062787.85427,32.738598,110.793269
YunNan Province Tiangao Nickel Alloy Co Ltd,500.0,1,1,1,5339333692.55721,24.80128,104.063455
Yunnan Desheng Steel Co Ltd,1350.0,1,1,1,10286556831.679462,25.142516,102.077727
Yunnan Jingye Steel Co,0.0,1,1,1,273368730295.38803,25.023852,102.312086
Yunnan Muguang Industry and Trade Co Ltd,850.0,1,1,1,24764533471.467373,24.077079,102.771634
Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,0.0,1,1,1,26809329967.739597,25.304544,103.889418
Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,2600.0,1,1,1,27315578270.089233,25.45543,103.547242
Yunnan Qujing Iron and Steel Group Co Ltd,1400.0,1,1,1,5195450857.674727,26.275342,104.168311
Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,0.0,1,1,1,26784939965.360577,25.308777,103.876391
Yunnan Qujing Shuangyou Iron and Steel Co Ltd,0.0,1,1,1,24787706325.18446,25.54218,103.781041
Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,7042.0,1,1,1,42865030197.98117,24.465884,102.543682
Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd,2980.0,1,1,1,5917754914.752478,24.012309,102.186364
Yuxi Huixi Metal Casting Products Co Ltd,850.0,1,1,1,31282113440.836994,24.360481,102.481118
Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,0.0,1,1,1,24702589529.404434,24.074756,102.765983
Yuxi Xinxing Iron & Steel Co Ltd,0.0,1,1,1,26187943503.026657,24.249024,102.521747
Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,4102.0,1,1,1,,47.86838,35.161773
Zarand Iranian Steel Co,1500.0,1,1,1,,30.749633,56.6675096
Zenith Steel Group (Nantong) Co Ltd,5850.0,1,1,1,66690061129.080475,32.133954,121.513173
Zenith Steel Group Co Ltd,3700.0,1,1,1,923723675752.135,31.707656,120.079591
Zhejiang TSINGSHAN IRON&STEEL Co Ltd,500.0,1,1,1,265337971447.7025,28.136096,120.380401
Zhejiang Wantai Special Steel Co Ltd,1200.0,1,1,1,1491385171958.7524,30.944342,120.971803
Zhejiang Yuxin Industrial Co Ltd,1100.0,1,1,1,51311817316.48659,28.787202,120.248592
Zhengzhou YONGTONG SPECIAL Steel Co Ltd,0.0,1,1,1,163207599567.30643,34.64443,112.937985
Zhenshi Group EASTERN SPECIAL Steel Co Ltd,0.0,1,1,1,510427950908.4181,30.720411,120.898518
Zhongpu (Handan) Iron and Steel Co Ltd,2250.0,1,1,1,51650204158.49052,36.721376,113.910271
Zhongxin Iron and Steel Group Co Ltd,5400.0,1,1,1,72875646565.90677,34.368618,118.31556
Zhuhai Yueyufeng IRON&STEEL Co Ltd,3051.0,1,1,1,53451341505.72573,21.96092,113.198718
Zibo Qilin Fushan Steel Co Ltd,0.0,1,1,1,238583756138.21915,36.887998,118.145416
Zijin County Dongri Foundry Co Ltd,720.0,1,1,1,125946921004.5538,23.356612,114.769565
Zunyi Changling Special Steel Co Ltd,825.0,1,1,1,45219639605.75884,27.614947,106.949752
Zunyi County Fuxin Iron & Steel Product Co Ltd,0.0,1,1,1,47452877237.39896,27.591697,106.815453
natural person(s); Hubei Xinxin Steel Group Co Ltd,1200.0,1,1,1,89934417378.5388,30.067469,114.934091
unknown,0.0,2,2,1,,26.4914555,118.077932
Çağ Çelik Iron and Steel Inc,0.0,1,1,1,,41.23542,32.645679
Çebitaş Demir Çelik Endüstrisi AŞ,860.0,1,1,1,,38.74074,26.951743
Çolakoğlu Metalürji AŞ,4500.0,1,1,1,,40.768409,29.529979
